date,page,segment,clicks,impressions,position
2026-03-11,P22,general,3,68,17.94
2026-03-11,P22,local,0,40,17.5
2026-03-11,P23,general,3,90,8.59
2026-03-11,P23,local,1,29,8.39
2026-03-11,P24,general,1,88,13.78
2026-03-11,P24,local,0,34,13.37
2026-03-11,P25,general,1,33,16.97
2026-03-11,P25,local,0,30,16.63
2026-03-12,P01,general,2,62,13.97
2026-03-12,P01,local,1,31,14.81
2026-03-12,P02,general,4,69,12.74
2026-03-12,P02,local,1,35,12.28
2026-03-12,P03,general,1,76,15.35
2026-03-12,P03,local,2,42,16.42
2026-03-12,P04,general,2,84,16.99
2026-03-12,P04,local,1,46,16.7
2026-03-12,P05,general,12,138,4.79
2026-03-12,P05,local,2,86,4.44
2026-03-12,P06,general,3,47,14.47
2026-03-12,P06,local,0,26,14.76
2026-03-12,P07,general,4,128,9.33
2026-03-12,P07,local,2,50,9.17
2026-03-12,P08,general,5,98,4.75
2026-03-12,P08,local,2,42,5.25
2026-03-12,P09,general,3,60,10.86
2026-03-12,P09,local,1,27,10.22
2026-03-12,P10,general,5,57,13.17
2026-03-12,P10,local,0,15,13.69
2026-03-12,P11,general,1,38,13.78
2026-03-12,P11,local,0,17,13.32
2026-03-12,P12,general,4,73,6.46
2026-03-12,P12,local,0,21,6.7
2026-03-12,P13,general,6,89,6.22
2026-03-12,P13,local,6,57,6.26
2026-03-12,P14,general,1,38,17.81
2026-03-12,P14,local,2,34,17.08
2026-03-12,P15,general,1,51,19.12
2026-03-12,P15,local,0,21,18.86
2026-03-12,P16,general,2,79,14.96
2026-03-12,P16,local,0,56,15.25
2026-03-12,P17,general,4,116,8.35
2026-03-12,P17,local,3,52,8.21
2026-03-12,P18,general,1,72,17.3
2026-03-12,P18,local,2,42,16.25
2026-03-12,P19,general,7,134,5.79
2026-03-12,P19,local,4,65,5.94
2026-03-12,P20,general,2,64,7.38
2026-03-12,P20,local,1,49,7.13
2026-03-12,P21,general,6,101,9.91
2026-03-12,P21,local,3,61,9.83
2026-03-12,P22,general,3,76,15.64
2026-03-12,P22,local,1,32,15.77
2026-03-12,P23,general,3,72,9.16
2026-03-12,P23,local,0,29,8.29
2026-03-12,P24,general,1,85,14.31
2026-03-12,P24,local,1,44,15.3
2026-03-12,P25,general,0,37,17.8
2026-03-12,P25,local,0,29,16.35
2026-03-13,P01,general,3,53,13.51
2026-03-13,P01,local,0,37,13.88
2026-03-13,P02,general,1,64,10.3
2026-03-13,P02,local,0,32,10.28
2026-03-13,P03,general,0,62,14.84
2026-03-13,P03,local,0,44,14.79
2026-03-13,P04,general,0,81,16.6
2026-03-13,P04,local,1,44,16.23
2026-03-13,P05,general,4,118,5.16
2026-03-13,P05,local,5,85,4.93
2026-03-13,P06,general,1,26,12.05
2026-03-13,P06,local,1,26,12.1
2026-03-13,P07,general,4,119,11.3
2026-03-13,P07,local,1,46,11.55
2026-03-13,P08,general,9,91,4.75
2026-03-13,P08,local,5,32,5.11
2026-03-13,P09,general,2,77,9.57
2026-03-13,P09,local,3,40,9.35
2026-03-13,P10,general,2,65,14.37
2026-03-13,P10,local,1,22,15.01
2026-03-13,P11,general,0,23,12.14
2026-03-13,P11,local,0,15,12.74
2026-03-13,P12,general,1,60,6.44
2026-03-13,P12,local,1,29,6.12
2026-03-13,P13,general,3,68,5.61
2026-03-13,P13,local,2,59,5.76
2026-03-13,P14,general,0,53,18.17
2026-03-13,P14,local,0,20,17.63
2026-03-13,P15,general,1,47,20.34
2026-03-13,P15,local,0,21,21.38
2026-03-13,P16,general,1,66,15.62
2026-03-13,P16,local,0,57,14.56
2026-03-13,P17,general,5,126,8.96
2026-03-13,P17,local,4,41,8.81
2026-03-13,P18,general,0,72,14.4
2026-03-13,P18,local,1,51,15.46
2026-03-13,P19,general,7,137,6.15
2026-03-13,P19,local,4,72,6.26
2026-03-13,P20,general,4,75,6.72
2026-03-13,P20,local,1,47,6.67
2026-03-13,P21,general,2,96,10.17
2026-03-13,P21,local,3,79,10.51
2026-03-13,P22,general,2,92,15.27
2026-03-13,P22,local,1,30,14.87
2026-03-13,P23,general,5,105,8.49
2026-03-13,P23,local,1,38,8.52
2026-03-13,P24,general,2,91,14.71
2026-03-13,P24,local,0,45,14.83
2026-03-13,P25,general,0,37,14.73
2026-03-13,P25,local,1,29,15.17
2026-03-14,P01,general,1,51,13.84
2026-03-14,P01,local,0,29,14.41
2026-03-14,P02,general,3,61,11.03
2026-03-14,P02,local,3,32,11.25
2026-03-14,P03,general,1,45,16.95
2026-03-14,P03,local,0,22,16.31
2026-03-14,P04,general,1,51,17.91
2026-03-14,P04,local,3,32,16.84
2026-03-14,P05,general,10,100,4.79
2026-03-14,P05,local,6,78,4.8
2026-03-14,P06,general,0,27,14.24
2026-03-14,P06,local,1,12,13.15
2026-03-14,P07,general,3,83,9.77
2026-03-14,P07,local,5,40,9.56
2026-03-14,P08,general,7,82,4.64
2026-03-14,P08,local,1,30,4.76
2026-03-14,P09,general,0,49,11.17
2026-03-14,P09,local,0,25,11.11
2026-03-14,P10,general,1,38,14.77
2026-03-14,P10,local,1,19,14.42
2026-03-14,P11,general,0,21,12.13
2026-03-14,P11,local,1,16,11.09
2026-03-14,P12,general,1,51,6.77
2026-03-14,P12,local,2,31,7.09
2026-03-14,P13,general,3,76,6.46
2026-03-14,P13,local,4,47,6.25
2026-03-14,P14,general,0,25,16.72
2026-03-14,P14,local,1,20,15.95
2026-03-14,P15,general,0,34,21.26
2026-03-14,P15,local,0,12,21.79
2026-03-14,P16,general,1,66,13.97
2026-03-14,P16,local,1,54,14.49
2026-03-14,P17,general,4,68,8.68
2026-03-14,P17,local,1,46,8.88
2026-03-14,P18,general,1,50,15.11
2026-03-14,P18,local,1,30,14.11
2026-03-14,P19,general,5,109,4.54
2026-03-14,P19,local,3,62,5.01
2026-03-14,P20,general,1,55,7.29
2026-03-14,P20,local,2,41,7.57
2026-03-14,P21,general,2,58,11.85
2026-03-14,P21,local,2,43,12
2026-03-14,P22,general,3,61,16.27
2026-03-14,P22,local,0,27,15.27
2026-03-14,P23,general,1,85,8.49
2026-03-14,P23,local,0,21,8.39
2026-03-14,P24,general,0,56,15.14
2026-03-14,P24,local,0,38,15.52
2026-03-14,P25,general,0,24,15.86
2026-03-14,P25,local,1,20,15.49
2026-03-15,P01,general,1,39,14.89
2026-03-15,P01,local,1,25,14.23
2026-03-15,P02,general,0,50,10.48
2026-03-15,P02,local,1,28,10.76
2026-03-15,P03,general,1,62,13.29
2026-03-15,P03,local,0,24,13.22
2026-03-15,P04,general,1,51,16.82
2026-03-15,P04,local,0,41,17.7
2026-03-15,P05,general,7,92,5.23
2026-03-15,P05,local,3,80,5.07
2026-03-15,P06,general,0,34,12.78
2026-03-15,P06,local,1,28,12.53
2026-03-15,P07,general,0,75,12.18
2026-03-15,P07,local,0,29,12.04
2026-03-15,P08,general,9,90,4.82
2026-03-15,P08,local,2,23,4.96
2026-03-15,P09,general,3,50,10.79
2026-03-15,P09,local,0,20,11.17
2026-03-15,P10,general,0,29,15.07
2026-03-15,P10,local,1,23,15.14
2026-03-15,P11,general,1,32,12.14
2026-03-15,P11,local,0,20,11.78
2026-03-15,P12,general,2,47,6.82
2026-03-15,P12,local,0,25,6.87
2026-03-15,P13,general,2,49,6.31
2026-03-15,P13,local,3,36,6.14
2026-03-15,P14,general,2,39,19.93
2026-03-15,P14,local,0,19,19.68
2026-03-15,P15,general,2,42,20.14
2026-03-15,P15,local,0,17,19.21
2026-03-15,P16,general,2,63,14.65
2026-03-15,P16,local,0,39,15.1
2026-03-15,P17,general,1,75,9.46
2026-03-15,P17,local,0,32,9.12
2026-03-15,P18,general,0,56,16.47
2026-03-15,P18,local,1,25,15.76
2026-03-15,P19,general,4,88,5.98
2026-03-15,P19,local,2,60,6
2026-03-15,P20,general,2,61,7.27
2026-03-15,P20,local,1,40,7.99
2026-03-15,P21,general,1,59,10.15
2026-03-15,P21,local,1,54,9.89
2026-03-15,P22,general,1,57,17.3
2026-03-15,P22,local,0,20,17.06
2026-03-15,P23,general,4,70,8.83
2026-03-15,P23,local,2,32,8.83
2026-03-15,P24,general,5,70,16.44
2026-03-15,P24,local,1,32,16.06
2026-03-15,P25,general,0,33,18.83
2026-03-15,P25,local,2,18,17.78
2026-03-16,P01,general,1,69,14.88
2026-03-16,P01,local,0,26,15.65
2026-03-16,P02,general,7,88,10.47
2026-03-16,P02,local,1,42,10.89
2026-03-16,P03,general,0,86,15.82
2026-03-16,P03,local,1,45,15.79
2026-03-16,P04,general,0,64,18.38
2026-03-16,P04,local,2,39,18.42
2026-03-16,P05,general,4,121,5.05
2026-03-16,P05,local,6,98,4.85
2026-03-16,P06,general,2,40,12.68
2026-03-16,P06,local,0,23,12.91
2026-03-16,P07,general,4,110,11.14
2026-03-16,P07,local,3,45,10.95
2026-03-16,P08,general,3,95,4.69
2026-03-16,P08,local,1,39,4.75
2026-03-16,P09,general,3,79,11.98
2026-03-16,P09,local,2,26,11.64
2026-03-16,P10,general,3,51,13.81
2026-03-16,P10,local,0,18,13.53
2026-03-16,P11,general,0,28,12.61
2026-03-16,P11,local,1,24,12.08
2026-03-16,P12,general,3,64,6.91
2026-03-16,P12,local,4,24,6.8
2026-03-16,P13,general,4,79,5.89
2026-03-16,P13,local,5,74,5.99
2026-03-16,P14,general,0,45,18.62
2026-03-16,P14,local,1,33,17.84
2026-03-16,P15,general,0,47,20.44
2026-03-16,P15,local,0,27,19.43
2026-03-16,P16,general,3,77,16.47
2026-03-16,P16,local,1,49,17.1
2026-03-16,P17,general,6,126,9.26
2026-03-16,P17,local,1,52,9.03
2026-03-16,P18,general,1,60,14.58
2026-03-16,P18,local,2,44,14.52
2026-03-16,P19,general,14,145,5.68
2026-03-16,P19,local,4,90,5.64
2026-03-16,P20,general,0,74,7.27
2026-03-16,P20,local,3,44,7.84
2026-03-16,P21,general,6,97,10.29
2026-03-16,P21,local,1,64,10.26
2026-03-16,P22,general,1,74,18.01
2026-03-16,P22,local,0,25,19.08
2026-03-16,P23,general,1,77,8.89
2026-03-16,P23,local,0,25,8.46
2026-03-16,P24,general,0,78,13.67
2026-03-16,P24,local,2,38,13.64
2026-03-16,P25,general,3,41,16.85
2026-03-16,P25,local,0,28,17.08
2026-03-17,P01,general,0,64,15.16
2026-03-17,P01,local,1,38,15.48
2026-03-17,P02,general,2,69,10.7
2026-03-17,P02,local,1,44,10.66
2026-03-17,P03,general,1,57,13.6
2026-03-17,P03,local,1,46,13.43
2026-03-17,P04,general,2,90,15.1
2026-03-17,P04,local,3,61,16.3
2026-03-17,P05,general,12,133,4.85
2026-03-17,P05,local,6,92,5.03
2026-03-17,P06,general,2,45,14.19
2026-03-17,P06,local,0,30,13.42
2026-03-17,P07,general,5,123,9.44
2026-03-17,P07,local,1,50,9.64
2026-03-17,P08,general,9,98,4.04
2026-03-17,P08,local,2,31,4.09
2026-03-17,P09,general,1,83,9.44
2026-03-17,P09,local,2,27,9.77
2026-03-17,P10,general,2,64,13.26
2026-03-17,P10,local,1,25,13.25
2026-03-17,P11,general,4,42,12.43
2026-03-17,P11,local,0,32,11.88
2026-03-17,P12,general,1,66,6.19
2026-03-17,P12,local,3,36,6.14
2026-03-17,P13,general,4,66,6.48
2026-03-17,P13,local,2,52,6.58
2026-03-17,P14,general,1,44,19.97
2026-03-17,P14,local,0,29,19.91
2026-03-17,P15,general,1,48,18.03
2026-03-17,P15,local,0,24,18.42
2026-03-17,P16,general,3,83,15.95
2026-03-17,P16,local,1,65,16.24
2026-03-17,P17,general,2,102,8.59
2026-03-17,P17,local,0,52,7.97
2026-03-17,P18,general,2,64,15.46
2026-03-17,P18,local,2,51,15.4
2026-03-17,P19,general,8,126,6.15
2026-03-17,P19,local,6,69,5.85
2026-03-17,P20,general,3,54,7.78
2026-03-17,P20,local,1,40,7.35
2026-03-17,P21,general,2,73,11.77
2026-03-17,P21,local,2,79,10.8
2026-03-17,P22,general,1,77,14.27
2026-03-17,P22,local,1,43,14.58
2026-03-17,P23,general,3,100,9.16
2026-03-17,P23,local,2,41,8.64
2026-03-17,P24,general,0,83,13.02
2026-03-17,P24,local,0,37,13.67
2026-03-17,P25,general,0,48,17.01
2026-03-17,P25,local,0,37,18.13
2026-03-18,P01,general,2,59,15.62
2026-03-18,P01,local,0,27,16.23
2026-03-18,P02,general,4,72,11.14
2026-03-18,P02,local,2,34,11.85
2026-03-18,P03,general,2,82,16.02
2026-03-18,P03,local,2,48,14.72
2026-03-18,P04,general,2,81,16.49
2026-03-18,P04,local,1,57,16.23
2026-03-18,P05,general,9,134,5.55
2026-03-18,P05,local,4,101,4.96
2026-03-18,P06,general,2,41,13.25
2026-03-18,P06,local,0,29,13.16
2026-03-18,P07,general,4,133,9.65
2026-03-18,P07,local,1,46,9.74
2026-03-18,P08,general,5,104,4.15
2026-03-18,P08,local,3,37,4
2026-03-18,P09,general,3,78,11.16
2026-03-18,P09,local,0,24,10.22
2026-03-18,P10,general,2,64,12.04
2026-03-18,P10,local,1,16,11.44
2026-03-18,P11,general,1,30,12.15
2026-03-18,P11,local,0,23,12.11
2026-03-18,P12,general,2,70,6.04
2026-03-18,P12,local,5,36,5.7
2026-03-18,P13,general,7,85,5.88
2026-03-18,P13,local,7,64,5.99
2026-03-18,P14,general,3,43,17.2
2026-03-18,P14,local,1,28,15.9
2026-03-18,P15,general,2,61,19.65
2026-03-18,P15,local,1,22,18.37
2026-03-18,P16,general,2,96,14.38
2026-03-18,P16,local,4,54,12.93
2026-03-18,P17,general,7,113,8.59
2026-03-18,P17,local,3,62,8.37
2026-03-18,P18,general,1,77,13.41
2026-03-18,P18,local,1,47,13.19
2026-03-18,P19,general,9,138,6.12
2026-03-18,P19,local,4,67,6.13
2026-03-18,P20,general,2,72,7.1
2026-03-18,P20,local,2,53,7.29
2026-03-18,P21,general,2,79,9.79
2026-03-18,P21,local,2,76,9.83
2026-03-18,P22,general,0,64,16.17
2026-03-18,P22,local,0,26,16.93
2026-03-18,P23,general,6,80,9.84
2026-03-18,P23,local,0,40,9.91
2026-03-18,P24,general,5,106,14.69
2026-03-18,P24,local,1,46,14.9
2026-03-18,P25,general,0,41,16.81
2026-03-18,P25,local,0,23,17.59
2026-03-19,P01,general,0,50,15.01
2026-03-19,P01,local,1,34,15.66
2026-03-19,P02,general,1,73,11.44
2026-03-19,P02,local,2,41,10.95
2026-03-19,P03,general,4,77,13.78
2026-03-19,P03,local,1,44,14.11
2026-03-19,P04,general,0,71,15.26
2026-03-19,P04,local,1,51,14.95
2026-03-19,P05,general,7,145,5.16
2026-03-19,P05,local,5,90,5.21
2026-03-19,P06,general,0,51,10.18
2026-03-19,P06,local,3,28,10.95
2026-03-19,P07,general,2,159,10
2026-03-19,P07,local,2,39,10.82
2026-03-19,P08,general,6,92,4.51
2026-03-19,P08,local,1,33,4.51
2026-03-19,P09,general,4,77,10.56
2026-03-19,P09,local,2,34,10.94
2026-03-19,P10,general,1,55,15.97
2026-03-19,P10,local,0,25,14.92
2026-03-19,P11,general,0,33,13.25
2026-03-19,P11,local,0,21,12.66
2026-03-19,P12,general,3,83,6.46
2026-03-19,P12,local,1,34,6.06
2026-03-19,P13,general,2,79,6.51
2026-03-19,P13,local,4,52,5.97
2026-03-19,P14,general,1,45,17.47
2026-03-19,P14,local,0,31,18.42
2026-03-19,P15,general,1,51,18.31
2026-03-19,P15,local,0,23,18.17
2026-03-19,P16,general,2,89,16.12
2026-03-19,P16,local,3,70,16.31
2026-03-19,P17,general,5,90,8.25
2026-03-19,P17,local,5,54,8.19
2026-03-19,P18,general,2,71,16.54
2026-03-19,P18,local,1,34,16.66
2026-03-19,P19,general,6,143,5.78
2026-03-19,P19,local,5,70,5.71
2026-03-19,P20,general,4,59,7.4
2026-03-19,P20,local,2,42,7.31
2026-03-19,P21,general,0,67,10.91
2026-03-19,P21,local,1,64,10.54
2026-03-19,P22,general,1,62,17.07
2026-03-19,P22,local,1,34,17.15
2026-03-19,P23,general,8,98,8.32
2026-03-19,P23,local,0,29,8.62
2026-03-19,P24,general,1,70,14.64
2026-03-19,P24,local,2,50,15.76
2026-03-19,P25,general,2,43,16.65
2026-03-19,P25,local,0,35,15.86
2026-03-20,P01,general,0,63,14.04
2026-03-20,P01,local,0,43,13.73
2026-03-20,P02,general,1,64,12.46
2026-03-20,P02,local,0,35,12.8
2026-03-20,P03,general,1,68,14.27
2026-03-20,P03,local,0,56,14.4
2026-03-20,P04,general,2,90,15.92
2026-03-20,P04,local,2,55,16.68
2026-03-20,P05,general,13,124,5.02
2026-03-20,P05,local,8,103,5.03
2026-03-20,P06,general,6,49,11.12
2026-03-20,P06,local,2,35,11.39
2026-03-20,P07,general,6,132,10.63
2026-03-20,P07,local,3,37,10.53
2026-03-20,P08,general,6,115,5.05
2026-03-20,P08,local,6,35,5.05
2026-03-20,P09,general,2,77,11.7
2026-03-20,P09,local,3,33,11.22
2026-03-20,P10,general,1,71,13.97
2026-03-20,P10,local,0,21,13.93
2026-03-20,P11,general,0,33,12.74
2026-03-20,P11,local,1,27,12.94
2026-03-20,P12,general,2,61,6.57
2026-03-20,P12,local,1,28,6.15
2026-03-20,P13,general,0,76,5.41
2026-03-20,P13,local,5,57,5.83
2026-03-20,P14,general,0,33,19.55
2026-03-20,P14,local,0,41,20.03
2026-03-20,P15,general,0,39,20.57
2026-03-20,P15,local,0,14,19.87
2026-03-20,P16,general,2,85,16.6
2026-03-20,P16,local,0,45,15.42
2026-03-20,P17,general,4,100,9.28
2026-03-20,P17,local,1,48,9.11
2026-03-20,P18,general,0,76,15.38
2026-03-20,P18,local,0,48,15.07
2026-03-20,P19,general,7,120,5.78
2026-03-20,P19,local,4,79,5.41
2026-03-20,P20,general,5,72,6.43
2026-03-20,P20,local,2,37,6.78
2026-03-20,P21,general,1,93,10
2026-03-20,P21,local,2,62,10.08
2026-03-20,P22,general,0,66,16.79
2026-03-20,P22,local,1,28,17.73
2026-03-20,P23,general,4,89,9.11
2026-03-20,P23,local,0,25,9.19
2026-03-20,P24,general,2,76,13.33
2026-03-20,P24,local,0,44,12.95
2026-03-20,P25,general,1,47,17.57
2026-03-20,P25,local,2,37,17.65
2026-03-21,P01,general,1,49,14.56
2026-03-21,P01,local,0,24,14.25
2026-03-21,P02,general,1,42,12.17
2026-03-21,P02,local,0,26,11.73
2026-03-21,P03,general,0,32,14.72
2026-03-21,P03,local,0,34,16.4
2026-03-21,P04,general,1,52,16.13
2026-03-21,P04,local,2,32,16.49
2026-03-21,P05,general,4,115,4.88
2026-03-21,P05,local,5,72,4.89
2026-03-21,P06,general,1,32,13.93
2026-03-21,P06,local,0,17,13.05
2026-03-21,P07,general,0,88,10.5
2026-03-21,P07,local,1,44,10.52
2026-03-21,P08,general,3,92,4.57
2026-03-21,P08,local,1,25,4.82
2026-03-21,P09,general,5,73,9.59
2026-03-21,P09,local,1,26,10.17
2026-03-21,P10,general,3,50,15.01
2026-03-21,P10,local,0,21,14.64
2026-03-21,P11,general,2,31,11.32
2026-03-21,P11,local,1,12,11.07
2026-03-21,P12,general,2,46,6.14
2026-03-21,P12,local,0,19,6.03
2026-03-21,P13,general,5,59,5.73
2026-03-21,P13,local,4,46,6
2026-03-21,P14,general,0,33,19.06
2026-03-21,P14,local,0,23,18.45
2026-03-21,P15,general,0,35,20.28
2026-03-21,P15,local,1,15,20.05
2026-03-21,P16,general,3,60,14.82
2026-03-21,P16,local,1,42,14.58
2026-03-21,P17,general,2,67,9.4
2026-03-21,P17,local,2,38,9.52
2026-03-21,P18,general,0,46,13.8
2026-03-21,P18,local,1,19,13.75
2026-03-21,P19,general,8,108,5.68
2026-03-21,P19,local,3,56,5.72
2026-03-21,P20,general,0,60,7.13
2026-03-21,P20,local,0,32,7.24
2026-03-21,P21,general,1,73,10.97
2026-03-21,P21,local,1,53,11.42
2026-03-21,P22,general,0,57,16.47
2026-03-21,P22,local,0,31,16.68
2026-03-21,P23,general,2,53,8.76
2026-03-21,P23,local,1,21,9.38
2026-03-21,P24,general,0,61,15.39
2026-03-21,P24,local,0,29,15.44
2026-03-21,P25,general,1,43,15.27
2026-03-21,P25,local,1,22,16.09
2026-03-22,P01,general,2,53,15.9
2026-03-22,P01,local,2,23,16.72
2026-03-22,P02,general,3,62,11.4
2026-03-22,P02,local,1,31,10.61
2026-03-22,P03,general,1,53,16.12
2026-03-22,P03,local,0,33,15.91
2026-03-22,P04,general,2,59,13.46
2026-03-22,P04,local,1,41,14.13
2026-03-22,P05,general,8,91,5.09
2026-03-22,P05,local,4,64,5.13
2026-03-22,P06,general,2,31,13.7
2026-03-22,P06,local,0,23,12.55
2026-03-22,P07,general,2,107,9.31
2026-03-22,P07,local,2,40,10.1
2026-03-22,P08,general,9,80,4.54
2026-03-22,P08,local,1,26,4.7
2026-03-22,P09,general,2,66,10.3
2026-03-22,P09,local,0,23,10.02
2026-03-22,P10,general,2,62,14.67
2026-03-22,P10,local,0,19,15.31
2026-03-22,P11,general,1,20,14.21
2026-03-22,P11,local,0,14,13.55
2026-03-22,P12,general,2,52,6.09
2026-03-22,P12,local,1,24,6.03
2026-03-22,P13,general,4,60,5.3
2026-03-22,P13,local,4,41,5.62
2026-03-22,P14,general,0,30,17.89
2026-03-22,P14,local,0,21,18.72
2026-03-22,P15,general,0,36,20.12
2026-03-22,P15,local,0,11,20.14
2026-03-22,P16,general,0,64,13.7
2026-03-22,P16,local,1,47,13.37
2026-03-22,P17,general,2,69,9.24
2026-03-22,P17,local,1,31,9.38
2026-03-22,P18,general,2,59,17.46
2026-03-22,P18,local,0,20,15.95
2026-03-22,P19,general,6,112,5.91
2026-03-22,P19,local,3,47,5.66
2026-03-22,P20,general,0,33,8.09
2026-03-22,P20,local,3,28,7.52
2026-03-22,P21,general,3,68,11.32
2026-03-22,P21,local,2,45,11.35
2026-03-22,P22,general,0,61,15.26
2026-03-22,P22,local,0,23,14.83
2026-03-22,P23,general,2,67,7.8
2026-03-22,P23,local,1,33,7.73
2026-03-22,P24,general,5,67,13.66
2026-03-22,P24,local,1,33,13.67
2026-03-22,P25,general,0,40,17.95
2026-03-22,P25,local,0,22,17.35
2026-03-23,P01,general,2,58,14.46
2026-03-23,P01,local,3,42,14.3
2026-03-23,P02,general,1,73,11.97
2026-03-23,P02,local,3,45,12
2026-03-23,P03,general,2,76,15.93
2026-03-23,P03,local,0,28,15.18
2026-03-23,P04,general,3,75,17.99
2026-03-23,P04,local,0,39,17.93
2026-03-23,P05,general,7,134,5.01
2026-03-23,P05,local,5,87,5.18
2026-03-23,P06,general,1,25,15.43
2026-03-23,P06,local,0,35,15.17
2026-03-23,P07,general,6,136,9.64
2026-03-23,P07,local,5,54,9.69
2026-03-23,P08,general,14,108,4.25
2026-03-23,P08,local,4,41,4.27
2026-03-23,P09,general,7,78,10.64
2026-03-23,P09,local,2,33,10.98
2026-03-23,P10,general,3,48,15.09
2026-03-23,P10,local,0,24,15.45
2026-03-23,P11,general,0,36,12.17
2026-03-23,P11,local,0,21,11.59
2026-03-23,P12,general,3,60,7.09
2026-03-23,P12,local,0,29,7.08
2026-03-23,P13,general,4,62,5.72
2026-03-23,P13,local,5,70,5.97
2026-03-23,P14,general,1,54,16.64
2026-03-23,P14,local,3,28,16.28
2026-03-23,P15,general,0,48,18.88
2026-03-23,P15,local,0,22,18.8
2026-03-23,P16,general,0,67,14.61
2026-03-23,P16,local,2,64,14.57
2026-03-23,P17,general,6,110,9.11
2026-03-23,P17,local,1,58,9.13
2026-03-23,P18,general,2,80,15.76
2026-03-23,P18,local,1,42,16.01
2026-03-23,P19,general,10,157,6.17
2026-03-23,P19,local,3,66,6.07
2026-03-23,P20,general,1,63,7.18
2026-03-23,P20,local,1,58,6.79
2026-03-23,P21,general,2,85,10.27
2026-03-23,P21,local,1,73,10.56
2026-03-23,P22,general,5,74,15.35
2026-03-23,P22,local,1,20,15.87
2026-03-23,P23,general,4,88,9.4
2026-03-23,P23,local,2,36,9.57
2026-03-23,P24,general,1,98,15.5
2026-03-23,P24,local,2,42,14.34
2026-03-23,P25,general,1,42,15.22
2026-03-23,P25,local,1,30,14.5
2026-03-24,P01,general,2,70,13.71
2026-03-24,P01,local,3,33,13.93
2026-03-24,P02,general,3,65,11.79
2026-03-24,P02,local,3,55,11.13
2026-03-24,P03,general,2,79,14.15
2026-03-24,P03,local,3,48,13.32
2026-03-24,P04,general,3,65,17.38
2026-03-24,P04,local,3,42,16.33
2026-03-24,P05,general,9,127,4.83
2026-03-24,P05,local,5,91,5.08
2026-03-24,P06,general,4,42,13.62
2026-03-24,P06,local,0,30,14.07
2026-03-24,P07,general,9,123,9.45
2026-03-24,P07,local,2,41,10.11
2026-03-24,P08,general,11,106,4.89
2026-03-24,P08,local,5,35,4.74
2026-03-24,P09,general,4,66,10.6
2026-03-24,P09,local,2,30,10.09
2026-03-24,P10,general,6,67,12.92
2026-03-24,P10,local,0,28,13.7
2026-03-24,P11,general,1,38,12.53
2026-03-24,P11,local,0,20,13.13
2026-03-24,P12,general,2,59,6.53
2026-03-24,P12,local,3,37,6.18
2026-03-24,P13,general,0,65,6.17
2026-03-24,P13,local,1,43,6.15
2026-03-24,P14,general,2,47,17.45
2026-03-24,P14,local,0,24,18.22
2026-03-24,P15,general,0,46,19.31
2026-03-24,P15,local,0,19,19.32
2026-03-24,P16,general,1,68,15.03
2026-03-24,P16,local,0,56,14.71
2026-03-24,P17,general,6,95,9.32
2026-03-24,P17,local,2,51,9.26
2026-03-24,P18,general,6,74,15.62
2026-03-24,P18,local,0,41,14.27
2026-03-24,P19,general,12,130,5.62
2026-03-24,P19,local,5,79,5.55
2026-03-24,P20,general,1,53,6.44
2026-03-24,P20,local,5,39,6.99
2026-03-24,P21,general,2,97,11.31
2026-03-24,P21,local,2,70,11.04
2026-03-24,P22,general,1,60,17.54
2026-03-24,P22,local,1,33,18.1
2026-03-24,P23,general,4,86,8.15
2026-03-24,P23,local,3,38,8.51
2026-03-24,P24,general,4,88,15.41
2026-03-24,P24,local,4,43,15.56
2026-03-24,P25,general,1,50,16.63
2026-03-24,P25,local,0,24,15.67
2026-03-25,P01,general,0,67,16.49
2026-03-25,P01,local,1,26,15.99
2026-03-25,P02,general,4,75,10.82
2026-03-25,P02,local,2,55,10.97
2026-03-25,P03,general,2,64,14.64
2026-03-25,P03,local,0,44,14.68
2026-03-25,P04,general,0,71,16.45
2026-03-25,P04,local,0,53,16.08
2026-03-25,P05,general,14,144,5.33
2026-03-25,P05,local,7,99,5.31
2026-03-25,P06,general,1,34,12.95
2026-03-25,P06,local,0,26,13.47
2026-03-25,P07,general,6,116,10.79
2026-03-25,P07,local,0,44,11.15
2026-03-25,P08,general,8,107,4.84
2026-03-25,P08,local,1,38,4.62
2026-03-25,P09,general,4,58,9.88
2026-03-25,P09,local,4,31,10.09
2026-03-25,P10,general,0,69,12.85
2026-03-25,P10,local,1,23,13.55
2026-03-25,P11,general,2,30,12.1
2026-03-25,P11,local,0,28,13.15
2026-03-25,P12,general,2,66,6.13
2026-03-25,P12,local,1,36,6.39
2026-03-25,P13,general,6,93,5.47
2026-03-25,P13,local,5,62,5.51
2026-03-25,P14,general,1,33,19.37
2026-03-25,P14,local,0,27,20.13
2026-03-25,P15,general,0,38,21.13
2026-03-25,P15,local,2,17,20.13
2026-03-25,P16,general,3,94,15.02
2026-03-25,P16,local,0,53,15.46
2026-03-25,P17,general,7,124,9.05
2026-03-25,P17,local,1,46,9.03
2026-03-25,P18,general,0,78,13.49
2026-03-25,P18,local,1,39,13.41
2026-03-25,P19,general,8,140,5.43
2026-03-25,P19,local,7,84,5.5
2026-03-25,P20,general,2,62,7.3
2026-03-25,P20,local,4,44,7.21
2026-03-25,P21,general,5,74,10.87
